"id","id_prov","id_kab","kode_bps","nama_bps","kode_dagri","kode_dagri2","nama_dagri"
"1","1","1","1101010","TEUPAH SELATAN","110907","11.09.07","TEUPAH SELATAN"
"2","1","1","1101020","SIMEULUE TIMUR","110904","11.09.04","SIMEULUE TIMUR"
"3","1","1","1101021","TEUPAH BARAT","110903","11.09.03","TEUPAH BARAT"
"4","1","1","1101022","TEUPAH TENGAH","110909","11.09.09","TEUPAH TENGAH"
"5","1","1","1101030","SIMEULUE TENGAH","110901","11.09.01","SIMEULUE TENGAH"
"6","1","1","1101031","TELUK DALAM","110905","11.09.05","TELUK DALAM"
"7","1","1","1101032","SIMEULUE CUT","110910","11.09.10","SIMEULUE CUT"
"8","1","1","1101040","SALANG","110902","11.09.02","SALANG"
"9","1","1","1101050","SIMEULUE BARAT","110906","11.09.06","SIMEULUE BARAT"
"10","1","1","1101051","ALAFAN","110908","11.09.08","ALAPAN"
"11","1","2","1102010","PULAU BANYAK","111001","11.10.01","PULAU BANYAK"
"12","1","2","1102011","PULAU BANYAK BARAT","111016","11.10.16","PULAU BANYAK BARAT"
"13","1","2","1102020","SINGKIL","111004","11.10.04","SINGKIL"
"14","1","2","1102021","SINGKIL UTARA","111010","11.10.10","SINGKIL UTARA"
"15","1","2","1102022","KUALA BARU","111014","11.10.14","KUALA BARU"
"16","1","2","1102030","SIMPANG KANAN","111002","11.10.02","SIMPANG KANAN"
"17","1","2","1102031","GUNUNG MERIAH","111006","11.10.06","GUNUNG MERIAH"
"18","1","2","1102032","DANAU PARIS","111011","11.10.11","DANAU PARIS"
"19","1","2","1102033","SURO","111012","11.10.12","SURO MAKMUR"
"20","1","2","1102042","SINGKOHOR","111013","11.10.13","SINGKOHOR"
"21","1","2","1102043","KOTA BAHARU","111009","11.10.09","KOTA BAHARU"
"22","1","3","1103010","TRUMON","110109","11.01.09","TRUMON"
"23","1","3","1103011","TRUMON TIMUR","110116","11.01.16","TRUMON TIMUR"
"24","1","3","1103012","TRUMON TENGAH","110118","11.01.18","TRUMON TENGAH"
"25","1","3","1103020","BAKONGAN","110101","11.01.01","BAKONGAN"
"26","1","3","1103021","BAKONGAN TIMUR","110115","11.01.15","BAKONGAN TIMUR"
"27","1","3","1103022","KOTA BAHAGIA","110117","11.01.17","KOTA BAHAGIA"
"28","1","3","1103030","KLUET SELATAN","110103","11.01.03","KLUET SELATAN"
"29","1","3","1103031","KLUET TIMUR","110114","11.01.14","KLUET TIMUR"
"30","1","3","1103040","KLUET UTARA","110102","11.01.02","KLUET UTARA"
"31","1","3","1103041","PASIE RAJA","110110","11.01.10","PASI RAJA"
"32","1","3","1103042","KLUET TENGAH","110113","11.01.13","KLUET TENGAH"
"33","1","3","1103050","TAPAK TUAN","110108","11.01.08","TAPAKTUAN"
"34","1","3","1103060","SAMA DUA","110106","11.01.06","SAMADUA"
"35","1","3","1103070","SAWANG","110107","11.01.07","SAWANG"
"36","1","3","1103080","MEUKEK","110105","11.01.05","MEUKEK"
"37","1","3","1103090","LABUHAN HAJI","110104","11.01.04","LABUHAN HAJI"
"38","1","3","1103091","LABUHAN HAJI TIMUR","110111","11.01.11","LABUHAN HAJI TIMUR"
"39","1","3","1103092","LABUHAN HAJI BARAT","110112","11.01.12","LABUHAN HAJI BARAT"
"40","1","4","1104010","LAWE ALAS","110201","11.02.01","LAWE ALAS"
"41","1","4","1104011","BABUL RAHMAH","110211","11.02.11","BABUL RAHMAH"
"42","1","4","1104012","TANOH ALAS","110215","11.02.15","TANOH ALAS"
"43","1","4","1104020","LAWE SIGALA-GALA","110202","11.02.02","LAWE SIGALA-GALA"
"44","1","4","1104021","BABUL MAKMUR","110206","11.02.06","BABUL MAKMUR"
"45","1","4","1104022","SEMADAM","110210","11.02.10","SEMADAM"
"46","1","4","1104023","LEUSER","110216","11.02.16","LEUSER"
"47","1","4","1104030","BAMBEL","110203","11.02.03","BAMBEL"
"48","1","4","1104031","BUKIT TUSAM","110209","11.02.09","BUKIT TUSAM"
"49","1","4","1104032","LAWE SUMUR","110214","11.02.14","LAWE SUMUR"
"50","1","4","1104040","BABUSSALAM","110204","11.02.04","BABUSSALAM"
"51","1","4","1104041","LAWE BULAN","110208","11.02.08","LAWE BULAN"
"52","1","4","1104050","BADAR","110205","11.02.05","BADAR"
"53","1","4","1104051","DARUL HASANAH","110207","11.02.07","DARUL HASANAH"
"54","1","4","1104052","KETAMBE","110212","11.02.12","KETAMBE"
"55","1","4","1104053","DELENG POKHKISEN","110213","11.02.13","DELENG POKHKISEN"
"56","1","5","1105080","SERBA JADI","110305","11.03.05","SERBAJADI"
"57","1","5","1105081","SIMPANG JERNIH","110320","11.03.20","SIMPANG JERNIH"
"58","1","5","1105082","PEUNARON","110324","11.03.24","PEUNARON"
"59","1","5","1105090","BIREM BAYEUN","110304","11.03.04","BIREM BAYEUN"
"60","1","5","1105100","RANTAU SELAMAT","110308","11.03.08","RANTAU SELAMAT"
"61","1","5","1105101","SUNGAI RAYA","110319","11.03.19","SUNGAI RAYA"
"62","1","5","1105110","PEUREULAK","110307","11.03.07","PEUREULAK"
"63","1","5","1105111","PEUREULAK TIMUR","110317","11.03.17","PEUREULAK TIMUR"
"64","1","5","1105112","PEUREULAK BARAT","110318","11.03.18","PEUREULAK BARAT"
"65","1","5","1105120","RANTO PEUREULAK","110310","11.03.10","RANTAU PEUREULAK"
"66","1","5","1105130","IDI RAYEUK","110303","11.03.03","IDI RAYEUK"
"67","1","5","1105131","PEUDAWA","110316","11.03.16","PEUDAWA"
"68","1","5","1105132","BANDA ALAM","110315","11.03.15","BANDA ALAM"
"69","1","5","1105133","IDI TUNONG","110314","11.03.14","IDI TUNONG"
"70","1","5","1105134","DARUL IHSAN","110321","11.03.21","DARUL IHSAN"
"71","1","5","1105135","IDI TIMUR","110323","11.03.23","IDI TIMUR"
"72","1","5","1105140","DARUL AMAN","110301","11.03.01","DARUL AMAN"
"73","1","5","1105150","NURUSSALAM","110306","11.03.06","NURUSSALAM"
"74","1","5","1105151","DARUL FALAH","110322","11.03.22","DARUL FALAH"
"75","1","5","1105160","JULOK","110302","11.03.02","JULOK"
"76","1","5","1105161","INDRA MAKMUR","110313","11.03.13","INDRA MAKMU"
"77","1","5","1105170","PANTE BIDARI","110311","11.03.11","PANTE BIDARI"
"78","1","5","1105180","SIMPANG ULIM","110309","11.03.09","SIMPANG ULIM"
"79","1","5","1105181","MADAT","110312","11.03.12","MADAT"
"80","1","6","1106010","LINGE","110401","11.04.01","LINGE"
"81","1","6","1106011","ATU LINTANG","110418","11.04.18","ATU LINTANG"
"82","1","6","1106012","JAGONG JEGET","110419","11.04.19","JAGONG JEGET"
"83","1","6","1106020","BINTANG","110408","11.04.08","BINTANG"
"84","1","6","1106031","LUT TAWAR","110417","11.04.17","LAUT TAWAR"
"85","1","6","1106032","KEBAYAKAN","110411","11.04.11","KEBAYAKAN"
"86","1","6","1106040","PEGASING","110407","11.04.07","PEGASING"
"87","1","6","1106041","BIES","110420","11.04.20","BIES"
"88","1","6","1106050","BEBESEN","110403","11.04.03","BEBESEN"
"89","1","6","1106051","KUTE PANANG","110412","11.04.12","KUTE PANANG"
"90","1","6","1106060","SILIH NARA","110402","11.04.02","SILIH NARA"
"91","1","6","1106061","KETOL","110410","11.04.10","KETOL"
"92","1","6","1106062","CELALA","110413","11.04.13","CELALA"
"93","1","6","1106063","RUSIP ANTARA","110421","11.04.21","RUSIP ANTARA"
"94","1","7","1107050","JOHAN PAHLAWAN","110501","11.05.01","JOHAN PAHWALAN"
"95","1","7","1107060","SAMATIGA","110505","11.05.05","SAMATIGA"
"96","1","7","1107061","BUBON","110506","11.05.06","BUBON"
"97","1","7","1107062","ARONGAN LAMBALEK","110507","11.05.07","ARONGAN LAMBALEK"
"98","1","7","1107070","WOYLA","110504","11.05.04","WOYLA"
"99","1","7","1107071","WOYLA BARAT","110510","11.05.10","WOYLA BARAT"
"100","1","7","1107072","WOYLA TIMUR","110511","11.05.11","WOYLA TIMUR"
"101","1","7","1107080","KAWAY XVI","110502","11.05.02","KAWAY XVI"
"102","1","7","1107081","MEUREUBO","110509","11.05.09","MEUREUBO"
"103","1","7","1107082","PANTE CEUREUMEN","110508","11.05.08","PANTE CEUREUMEN"
"104","1","7","1107083","PANTON REU","110512","11.05.12","PANTON REU"
"105","1","7","1107090","SUNGAI MAS","110503","11.05.03","SUNGAI MAS"
"106","1","8","1108010","LHOONG","110601","11.06.01","LHOONG"
"107","1","8","1108020","LHOKNGA","110602","11.06.02","LHOKNGA"
"108","1","8","1108021","LEUPUNG","110622","11.06.22","LEUPUNG"
"109","1","8","1108030","INDRAPURI","110603","11.06.03","INDRAPURI"
"110","1","8","1108031","KUTA COT GLIE","110616","11.06.16","KOTA COT GLIE"
"111","1","8","1108040","SEULIMEUM","110604","11.06.04","SEULIMEUM"
"112","1","8","1108041","KOTA JANTHO","110615","11.06.15","KOTA JANTHO"
"113","1","8","1108042","LEMBAH SEULAWAH","110614","11.06.14","LEMBAH SEULAWAH"
"114","1","8","1108050","MESJID RAYA","110609","11.06.09","MESJID RAYA"
"115","1","8","1108060","DARUSSALAM","110612","11.06.12","DARUSSALAM"
"116","1","8","1108061","BAITUSSALAM","110620","11.06.20","BAITUSSALAM"
"117","1","8","1108070","KUTA BARO","110611","11.06.11","KUTA BARO"
"118","1","8","1108080","MONTASIK","110605","11.06.05","MONTASIK"
"119","1","8","1108081","BLANG BINTANG","110623","11.06.23","BLANG BINTANG"
"120","1","8","1108090","INGIN JAYA","110610","11.06.10","INGIN JAYA"
"121","1","8","1108091","KRUENG BARONA JAYA","110621","11.06.21","KRUENG BARONA JAYA"
"122","1","8","1108100","SUKA MAKMUR","110606","11.06.06","SUKAMAKMUR"
"123","1","8","1108101","KUTA MALAKA","110617","11.06.17","KUTA MALAKA"
"124","1","8","1108102","SIMPANG TIGA","110618","11.06.18","SIMPANG TIGA"
"125","1","8","1108110","DARUL IMARAH","110607","11.06.07","DARUL IMARAH"
"126","1","8","1108111","DARUL KAMAL","110619","11.06.19","DARUL KAMAL"
"127","1","8","1108120","PEUKAN BADA","110608","11.06.08","PEUKAN BADA"
"128","1","8","1108130","PULO ACEH","110613","11.06.13","PULO ACEH"
"129","1","9","1109010","GEUMPANG","110705","11.07.05","GEUMPANG"
"130","1","9","1109011","MANE","110727","11.07.27","MANE"
"131","1","9","1109070","GLUMPANG TIGA","110706","11.07.06","GEULUMPANG TIGA"
"132","1","9","1109071","GLUMPANG BARO","110729","11.07.29","GLUMPANG BARO"
"133","1","9","1109080","MUTIARA","110713","11.07.13","MUTIARA"
"134","1","9","1109081","MUTIARA TIMUR","110724","11.07.24","MUTIARA TIMUR"
"135","1","9","1109090","TIRO/TRUSEB","110721","11.07.21","TIRO/TRUSEB"
"136","1","9","1109100","TANGSE","110719","11.07.19","TANGSE"
"137","1","9","1109111","KEUMALA","110722","11.07.22","KEUMALA"
"138","1","9","1109112","TITEUE","110731","11.07.31","TITEUE"
"139","1","9","1109120","SAKTI","110717","11.07.17","SAKTI"
"140","1","9","1109130","MILA","110711","11.07.11","MILA"
"141","1","9","1109140","PADANG TIJI","110714","11.07.14","PADANG TIJI"
"142","1","9","1109150","DELIMA","110704","11.07.04","DELIMA"
"143","1","9","1109151","GRONG GRONG","110725","11.07.25","GRONG-GRONG"
"144","1","9","1109160","INDRAJAYA","110707","11.07.07","INDRA JAYA"
"145","1","9","1109170","PEUKAN BARO","110715","11.07.15","PEUKAN BARO"
"146","1","9","1109180","KEMBANG TANJONG","110708","11.07.08","KEMBANG TANJONG"
"147","1","9","1109190","SIMPANG TIGA","110718","11.07.18","SIMPANG TIGA"
"148","1","9","1109200","KOTA SIGLI","110709","11.07.09","KOTA SIGLI"
"149","1","9","1109210","PIDIE","110716","11.07.16","PIDIE"
"150","1","9","1109220","BATEE","110703","11.07.03","BATEE"
"151","1","9","1109230","MUARA TIGA","110712","11.07.12","MUARA TIGA"
"152","1","10","1110010","SAMALANGA","111101","11.11.01","SAMALANGA"
"153","1","10","1110011","SIMPANG MAMPLAM","111111","11.11.11","SIMPANG MAMPLAM"
"154","1","10","1110020","PANDRAH","111108","11.11.08","PANDRAH"
"155","1","10","1110030","JEUNIEB","111102","11.11.02","JEUNIEB"
"156","1","10","1110031","PEULIMBANG","111112","11.11.12","PEULIMBANG"
"157","1","10","1110040","PEUDADA","111103","11.11.03","PEUDADA"
"158","1","10","1110050","JULI","111109","11.11.09","JULI"
"159","1","10","1110060","JEUMPA","111104","11.11.04","JEUMPA"
"160","1","10","1110061","KOTA JUANG","111113","11.11.13","KOTA JUANG"
"161","1","10","1110062","KUALA","111114","11.11.14","KUALA"
"162","1","10","1110070","JANGKA","111110","11.11.10","JANGKA"
"163","1","10","1110080","PEUSANGAN","111105","11.11.05","PEUSANGAN"
"164","1","10","1110081","PEUSANGAN SELATAN","111116","11.11.16","PEUSANGAN SELATAN"
"165","1","10","1110082","PEUSANGAN SIBLAH KRUENG","111115","11.11.15","PEUSANGAN SIBLAH"
"166","1","10","1110090","MAKMUR","111106","11.11.06","MAKMUR"
"167","1","10","1110100","GANDA PURA","111107","11.11.07","GANDAPURA"
"168","1","10","1110101","KUTA BLANG","111117","11.11.17","KUTA BLANG"
"169","1","11","1111010","SAWANG","110815","11.08.15","SAWANG"
"170","1","11","1111020","NISAM","110816","11.08.16","NISAM"
"171","1","11","1111021","NISAM ANTARA","110827","11.08.27","NISAM ANTARA"
"172","1","11","1111022","BANDA BARO","110826","11.08.26","BANDA BARO"
"173","1","11","1111030","KUTA MAKMUR","110803","11.08.03","KUTA MAKMUR"
"174","1","11","1111031","SIMPANG KERAMAT","110822","11.08.22","SIMPANG KRAMAT"
"175","1","11","1111040","SYAMTALIRA BAYU","110811","11.08.11","SYAMTALIRA BAYU"
"176","1","11","1111041","GEUREUDONG PASE","110825","11.08.25","GEUREDONG PASE"
"177","1","11","1111050","MEURAH MULIA","110807","11.08.07","MEURAH MULIA"
"178","1","11","1111060","MATANGKULI","110805","11.08.05","MATANGKULI"
"179","1","11","1111061","PAYA BAKONG","110820","11.08.20","PAYA BAKONG"
"180","1","11","1111062","PIRAK TIMU","110824","11.08.24","PIRAK TIMUR"
"181","1","11","1111070","COT GIREK","110817","11.08.17","COT GIREK"
"182","1","11","1111080","TANAH JAMBO AYE","110814","11.08.14","T. JAMBO AYE"
"183","1","11","1111081","LANGKAHAN","110818","11.08.18","LANGKAHAN"
"184","1","11","1111090","SEUNUDDON","110809","11.08.09","SEUNUDDON"
"185","1","11","1111100","BAKTIYA","110801","11.08.01","BAKTIYA"
"186","1","11","1111101","BAKTIYA BARAT","110819","11.08.19","BAKTIYA BARAT"
"187","1","11","1111110","LHOKSUKON","110804","11.08.04","LHOKSUKON"
"188","1","11","1111120","TANAH LUAS","110812","11.08.12","TANAH LUAS"
"189","1","11","1111121","NIBONG","110821","11.08.21","NIBONG"
"190","1","11","1111130","SAMUDERA","110808","11.08.08","SAMUDERA"
"191","1","11","1111140","SYAMTALIRA ARON","110810","11.08.10","SYAMTALIRA ARON"
"192","1","11","1111150","TANAH PASIR","110813","11.08.13","TANAH PASIR"
"193","1","11","1111151","LAPANG","110823","11.08.23","LAPANG"
"194","1","11","1111160","MUARA BATU","110806","11.08.06","MUARA BATU"
"195","1","11","1111170","DEWANTARA","110802","11.08.02","DEWANTARA"
"196","1","12","1112010","MANGGENG","111203","11.12.03","MANGGENG"
"197","1","12","1112011","LEMBAH SABIL","111209","11.12.09","LEMBAH SABIL"
"198","1","12","1112020","TANGAN-TANGAN","111202","11.12.02","TANGAN-TANGAN"
"199","1","12","1112021","SETIA","111207","11.12.07","SETIA"
"200","1","12","1112030","BLANG PIDIE","111201","11.12.01","BLANG PIDIE"
"201","1","12","1112031","JEUMPA","111208","11.12.08","JEUMPA"
"202","1","12","1112040","SUSOH","111204","11.12.04","SUSOH"
"203","1","12","1112050","KUALA BATEE","111205","11.12.05","KUALA BATEE"
"204","1","12","1112060","BABAH ROT","111206","11.12.06","BABAH ROT"
"205","1","13","1113010","KUTA PANJANG","111302","11.13.02","KUTAPANJANG"
"206","1","13","1113011","BLANG JERANGO","111309","11.13.09","BLANGJERANGO"
"207","1","13","1113020","BLANGKEJEREN","111301","11.13.01","BLANGKEJEREN"
"208","1","13","1113021","PUTRI BETUNG","111307","11.13.07","PUTERI BETUNG"
"209","1","13","1113023","BLANG PEGAYON","111306","11.13.06","BLANGPEGAYON"
"210","1","13","1113030","PINING","111305","11.13.05","PINING"
"211","1","13","1113040","RIKIT GAIB","111303","11.13.03","RIKIT GAIB"
"212","1","13","1113041","PANTAN CUACA","111311","11.13.11","PANTAN CUACA"
"213","1","13","1113050","TERANGUN","111304","11.13.04","TERANGUN"
"214","1","13","1113051","TRIPE JAYA","111310","11.13.10","TERIPE JAYA"
"215","1","14","1114010","TAMIANG HULU","111607","11.16.07","TAMIANG HULU"
"216","1","14","1114011","BANDAR PUSAKA","111610","11.16.10","BANDAR PUSAKA"
"217","1","14","1114020","KEJURUAN MUDA","111606","11.16.06","KEJURUAN MUDA"
"218","1","14","1114021","TENGGULUN","111611","11.16.11","TENGGULUN"
"219","1","14","1114030","RANTAU","111608","11.16.08","RANTAU"
"220","1","14","1114040","KOTA KUALASIMPANG","111605","11.16.05","KOTA KUALASINPANG"
"221","1","14","1114050","SERUWAY","111604","11.16.04","SERUWAY"
"222","1","14","1114060","BENDAHARA","111602","11.16.02","BENDAHARA"
"223","1","14","1114061","BANDA MULIA","111609","11.16.09","BANDA MULIA"
"224","1","14","1114070","KARANG BARU","111603","11.16.03","KARANG BARU"
"225","1","14","1114071","SEKERAK","111612","11.16.12","SEKERAK"
"226","1","14","1114080","MANYAK PAYED","111601","11.16.01","MANYAK PAYED"
"227","1","15","1115010","DARUL MAKMUR","111505","11.15.05","DARUL MAKMUR"
"228","1","15","1115011","TRIPA MAKMUR","111509","11.15.09","TRIPA MAKMUR"
"229","1","15","1115020","KUALA","111501","11.15.01","KUALA"
"230","1","15","1115021","KUALA PESISIR","111507","11.15.07","KUALA PESISIR"
"231","1","15","1115022","TADU RAYA","111508","11.15.08","TADU RAYA"
"232","1","15","1115030","BEUTONG","111504","11.15.04","BEUTONG"
"233","1","15","1115031","BEUTONG ATEUH BANGGALANG","111510","11.15.10","BEUTONG ATEUH"
"234","1","15","1115040","SEUNAGAN","111502","11.15.02","SEUNAGAN"
"235","1","15","1115041","SUKA MAKMUE","111506","11.15.06","SUKA MAKMUE"
"236","1","15","1115050","SEUNAGAN TIMUR","111503","11.15.03","SEUNAGAN TIMUR"
"237","1","16","1116010","TEUNOM","111401","11.14.01","TEUNOM"
"238","1","16","1116011","PASIE RAYA","111409","11.14.09","PASIE RAYA"
"239","1","16","1116020","PANGA","111406","11.14.06","PANGA"
"240","1","16","1116030","KRUENG SABEE","111402","11.14.02","KRUENG SABEE"
"241","1","16","1116040","SETIA BAKTI","111403","11.14.03","SETIA BHAKTI"
"242","1","16","1116050","SAMPOINIET","111404","11.14.04","SAMPOINIET"
"243","1","16","1116051","DARUL HIKMAH","111408","11.14.08","DARUL HIKMAH"
"244","1","16","1116060","JAYA","111405","11.14.05","JAYA"
"245","1","16","1116061","INDRA JAYA","111407","11.14.07","INDRA JAYA"
"246","1","17","1117010","TIMANG GAJAH","111707","11.17.07","TIMANG GAJAH"
"247","1","17","1117011","GAJAH PUTIH","111710","11.17.10","GAJAH PUTIH"
"248","1","17","1117020","PINTU RIME GAYO","111701","11.17.01","PINTU RIME GAYO"
"249","1","17","1117030","BUKIT","111705","11.17.05","BUKIT"
"250","1","17","1117040","WIH PESAM","111706","11.17.06","WIH PESAM"
"251","1","17","1117050","BANDAR","111704","11.17.04","BANDAR"
"252","1","17","1117051","BENER KELIPAH","111708","11.17.08","BENER KELIPAH"
"253","1","17","1117060","SYIAH UTAMA","111703","11.17.03","SYIAH UTAMA"
"254","1","17","1117061","MESIDAH","111709","11.17.09","MESIDAH"
"255","1","17","1117070","PERMATA","111702","11.17.02","PERMATA"
"256","1","18","1118010","MEUREUDU","111801","11.18.01","MEUREUDU"
"257","1","18","1118020","MEURAH DUA","111805","11.18.05","MEURAH DUA"
"258","1","18","1118030","BANDAR DUA","111804","11.18.04","BANDAR DUA"
"259","1","18","1118040","JANGKA BUYA","111803","11.18.03","JANGKA BUAYA"
"260","1","18","1118050","ULIM","111802","11.18.02","ULIM"
"261","1","18","1118060","TRIENGGADENG","111808","11.18.08","TRIENGGADENG"
"262","1","18","1118070","PANTERAJA","111807","11.18.07","PANTERAJA"
"263","1","18","1118080","BANDAR BARU","111806","11.18.06","BANDAR BARU"
"264","1","19","1171010","MEURAXA","117103","11.71.03","MEURAXA"
"265","1","19","1171011","JAYA BARU","117108","11.71.08","JAYA BARU"
"266","1","19","1171012","BANDA RAYA","117107","11.71.07","BANDA RAYA"
"267","1","19","1171020","BAITURRAHMAN","117101","11.71.01","BAITURRAHMAN"
"268","1","19","1171021","LUENG BATA","117105","11.71.05","LUENG BATA"
"269","1","19","1171030","KUTA ALAM","117102","11.71.02","KUTA ALAM"
"270","1","19","1171031","KUTA RAJA","117106","11.71.06","KUTA RAJA"
"271","1","19","1171040","SYIAH KUALA","117104","11.71.04","SYIAH KUALA"
"272","1","19","1171041","ULEE KARENG","117109","11.71.09","ULEE KARENG"
"273","1","20","1172010","SUKAJAYA","117202","11.72.02","SUKAJAYA"
"274","1","20","1172020","SUKAKARYA","117201","11.72.01","SUKAKARYA"
"275","1","21","1173010","LANGSA TIMUR","117401","11.74.01","LANGSA TIMUR"
"276","1","21","1173011","LANGSA LAMA","117404","11.74.04","LANGSA LAMA"
"277","1","21","1173020","LANGSA BARAT","117402","11.74.02","LANGSA BARAT"
"278","1","21","1173021","LANGSA BARO","117405","11.74.05","LANGSA BARO"
"279","1","21","1173030","LANGSA KOTA","117403","11.74.03","LANGSA KOTA"
"280","1","22","1174010","BLANG MANGAT","117303","11.73.03","BLANG MANGAT"
"281","1","22","1174020","MUARA DUA","117301","11.73.01","MUARA DUA"
"282","1","22","1174021","MUARA SATU","117304","11.73.04","MUARA SATU"
"283","1","22","1174030","BANDA SAKTI","117302","11.73.02","BANDA SAKTI"
"284","1","23","1175010","SIMPANG KIRI","117501","11.75.01","SIMPANG KIRI"
"285","1","23","1175020","PENANGGALAN","117502","11.75.02","PENANGGALAN"
"286","1","23","1175030","RUNDENG","117503","11.75.03","RUNDENG"
"287","1","23","1175040","SULTAN DAULAT","117504","11.75.04","SULTAN DAULAT"
"288","1","23","1175050","LONGKIB","117505","11.75.05","LONGKIB"
"289","2","24","1201060","IDANO GAWO","120410","12.04.10","IDANOGAWO"
"290","2","24","1201061","BAWOLATO","120411","12.04.11","BAWOLATO"
"291","2","24","1201062","ULUGAWO","120427","12.04.27","ULUGAWO"
"292","2","24","1201070","GIDO","120406","12.04.06","GIDO"
"293","2","24","1201071","SOGAEADU","120435","12.04.35","SOGAE'ADU"
"294","2","24","1201081","MA U","120428","12.04.28","MA'U"
"295","2","24","1201082","SOMOLO - MOLO","120429","12.04.29","SOMOLO-MOLO"
"296","2","24","1201130","HILIDUHO","120405","12.04.05","HILIDUHO"
"297","2","24","1201131","HILI SERANGKAI","120420","12.04.20","HILISERANGKAI"
"298","2","24","1201132","BOTOMUZOI","120421","12.04.21","BOTOMUZOI"
"299","2","25","1202010","BATAHAN","121315","12.13.15","BATAHAN"
"300","2","25","1202011","SINUNUKAN","121322","12.13.22","SINUNUKAN"
"301","2","25","1202020","BATANG NATAL","121313","12.13.13","BATANG NATAL"
"302","2","25","1202021","LINGGA BAYU","121314","12.13.14","LINGGA BAYU"
"303","2","25","1202022","RANTO BAEK","121318","12.13.18","RANTO BAEK"
"304","2","25","1202030","KOTANOPAN","121308","12.13.08","KOTANOPAN"
"305","2","25","1202031","ULU PUNGKUT","121311","12.13.11","ULU PUNGKUT"
"306","2","25","1202032","TAMBANGAN","121310","12.13.10","TAMBANGAN"
"307","2","25","1202033","LEMBAH SORIK MARAPI","121309","12.13.09","LEMBAH SORIK MARAPI"
"308","2","25","1202034","PUNCAK SORIK MARAPI","121320","12.13.20","PUNCAK SORIK MARAPI"
"309","2","25","1202040","MUARA SIPONGI","121312","12.13.12","MUARA SIPONGI"
"310","2","25","1202041","PAKANTAN","121321","12.13.21","PAKANTAN"
"311","2","25","1202050","PANYABUNGAN","121301","12.13.01","PANYABUNGAN"
"312","2","25","1202051","PANYABUNGAN SELATAN","121304","12.13.04","PANYABUNGAN SELATAN"
"313","2","25","1202052","PANYABUNGAN BARAT","121305","12.13.05","PANYABUNGAN BARAT"
"314","2","25","1202053","PANYABUNGAN UTARA","121302","12.13.02","PANYABUNGAN UTARA"
"315","2","25","1202054","PANYABUNGAN TIMUR","121303","12.13.03","PANYABUNGAN TIMUR"
"316","2","25","1202055","HUTA BARGOT","121319","12.13.19","HUTA BARGOT"
"317","2","25","1202060","NATAL","121316","12.13.16","NATAL"
"318","2","25","1202070","MUARA BATANG GADIS","121317","12.13.17","MUARA BATANG GADIS"
"319","2","25","1202080","SIABU","121306","12.13.06","SIABU"
"320","2","25","1202081","BUKIT MALINTANG","121307","12.13.07","BUKIT MALINTANG"
"321","2","25","1202082","NAGA JUANG","121323","12.13.23","NAGA JUANG"
"322","2","26","1203010","BATANG ANGKOLA","120307","12.03.07","BATANG ANGKOLA"
"323","2","26","1203011","SAYUR MATINGGI","120321","12.03.21","SAYUR MATINGGI"
"324","2","26","1203012","TANO TOMBANGAN ANGKOLA","120330","12.03.30","TANO TOMBANGAN"
"325","2","26","1203013","ANGKOLA MUARA TAIS","120332","12.03.32","ANGKOLA MUARA TAIS"
"326","2","26","1203070","ANGKOLA TIMUR","120303","12.03.03","ANGKOLA TIMUR"
"327","2","26","1203080","ANGKOLA SELATAN","120306","12.03.06","ANGKOLA SELATAN"
"328","2","26","1203090","ANGKOLA  BARAT","120301","12.03.01","ANGKOLA BARAT"
"329","2","26","1203091","ANGKOLA SANGKUNUR","120331","12.03.31","ANGKOLA SANGKUNUR"
"330","2","26","1203100","BATANG TORU","120302","12.03.02","BATANG TORU"
"331","2","26","1203101","MARANCAR","120320","12.03.20","MARANCAR"
"332","2","26","1203102","MUARA BATANG TORU","120329","12.03.29","MUARA BATANG TORU"
"333","2","26","1203110","SIPIROK","120304","12.03.04","SIPIROK"
"334","2","26","1203120","ARSE","120314","12.03.14","ARSE"
"335","2","26","1203160","SAIPAR DOLOK HOLE","120305","12.03.05","SAIPAR DOLOK HOLE"
"336","2","26","1203161","AEK BILAH","120322","12.03.22","AEK BILAH"
"337","2","27","1204010","PINANG SORI","120104","12.01.04","PINANGSORI"
"338","2","27","1204011","BADIRI","120115","12.01.15","BADIRI"
"339","2","27","1204020","SIBABANGUN","120108","12.01.08","SIBABANGUN"
"340","2","27","1204021","LUMUT","120119","12.01.19","LUMUT"
"341","2","27","1204022","SUKABANGUN","120118","12.01.18","SUKA BANGUN"
"342","2","27","1204030","PANDAN","120103","12.01.03","PANDAN"
"343","2","27","1204031","TUKKA","120114","12.01.14","TUKKA"
"344","2","27","1204032","SARUDIK","120120","12.01.20","SARUDIK"
"345","2","27","1204040","TAPIAN NAULI","120107","12.01.07","TAPIAN NAULI"
"346","2","27","1204041","SITAHUIS","120113","12.01.13","SITAHUIS"
"347","2","27","1204050","KOLANG","120106","12.01.06","KOLANG"
"348","2","27","1204060","SORKAM","120102","12.01.02","SORKAM"
"349","2","27","1204061","SORKAM BARAT","120110","12.01.10","SORKAM BARAT"
"350","2","27","1204062","PASARIBU TOBING","120116","12.01.16","PASARIBU TOBING"
"351","2","27","1204070","BARUS","120101","12.01.01","BARUS"
"352","2","27","1204071","SOSOR GADONG","120109","12.01.09","SOSORGADONG"
