"id","id_prov","kode_bps","nama_bps","kode_dagri","kode_dagri2","nama_dagri","tipe"
"438","28","7471","KENDARI","7471","74.71","KOTA KENDARI","2"
"439","28","7472","BAUBAU","7472","74.72","KOTA BAU BAU","2"
"440","29","7501","BOALEMO","7502","75.02","KAB. BOALEMO","1"
"441","29","7502","GORONTALO","7501","75.01","KAB. GORONTALO","1"
"442","29","7503","POHUWATO","7504","75.04","KAB. PAHUWATO","1"
"443","29","7504","BONE BOLANGO","7503","75.03","KAB. BONE BOLANGO","1"
"444","29","7505","GORONTALO UTARA","7505","75.05","KAB. GORONTALO UTARA","1"
"445","29","7571","GORONTALO","7571","75.71","KOTA GORONTALO","2"
"446","30","7601","MAJENE","7605","76.05","KAB. MAJENE","1"
"447","30","7602","POLEWALI MANDAR","7604","76.04","KAB. POLEWALI MANDAR","1"
"448","30","7603","MAMASA","7603","76.03","KAB. MAMASA","1"
"449","30","7604","MAMUJU","7602","76.02","KAB. MAMUJU","1"
"450","30","7605","PASANGKAYU","7601","76.01","KAB. PASANGKAYU","1"
"451","30","7606","MAMUJU TENGAH","7606","76.06","KAB. MAMUJU TENGAH","1"
"452","31","8101","KEPULAUAN TANIMBAR","8103","81.03","KAB. KEPULAUAN TANIMBAR","1"
"453","31","8102","MALUKU TENGGARA","8102","81.02","KAB. MALUKU TENGGARA","1"
"454","31","8103","MALUKU TENGAH","8101","81.01","KAB. MALUKU TENGAH","1"
"455","31","8104","BURU","8104","81.04","KAB. BURU","1"
"456","31","8105","KEPULAUAN ARU","8107","81.07","KAB. KEPULAUAN ARU","1"
"457","31","8106","SERAM BAGIAN BARAT","8106","81.06","KAB. SERAM BAGIAN BARAT","1"
"458","31","8107","SERAM BAGIAN TIMUR","8105","81.05","KAB. SERAM BAGIAN TIMUR","1"
"459","31","8108","MALUKU BARAT DAYA","8108","81.08","KAB. MALUKU BARAT DAYA","1"
"460","31","8109","BURU SELATAN","8109","81.09","KAB. BURU SELATAN","1"
"461","31","8171","AMBON","8171","81.71","KOTA AMBON","2"
"462","31","8172","TUAL","8172","81.72","KOTA TUAL","2"
"463","32","8201","HALMAHERA BARAT","8201","82.01","KAB. HALMAHERA BARAT","1"
"464","32","8202","HALMAHERA TENGAH","8202","82.02","KAB. HALMAHERA TENGAH","1"
"465","32","8203","KEPULAUAN SULA","8205","82.05","KAB. KEPULAUAN SULA","1"
"466","32","8204","HALMAHERA SELATAN","8204","82.04","KAB. HALMAHERA SELATAN","1"
"467","32","8205","HALMAHERA UTARA","8203","82.03","KAB. HALMAHERA UTARA","1"
"468","32","8206","HALMAHERA TIMUR","8206","82.06","KAB. HALMAHERA TIMUR","1"
"469","32","8207","PULAU MOROTAI","8207","82.07","KAB. PULAU MOROTAI","1"
"470","32","8208","PULAU TALIABU","8208","82.08","KAB. PULAU TALIABU","1"
"471","32","8271","TERNATE","8271","82.71","KOTA TERNATE","2"
"472","32","8272","TIDORE KEPULAUAN","8272","82.72","KOTA TIDORE KEPULAUAN","2"
"473","33","9101","FAKFAK","9203","92.03","KAB. FAK FAK","1"
"474","33","9102","KAIMANA","9208","92.08","KAB. KAIMANA","1"
"475","33","9103","TELUK WONDAMA","9207","92.07","KAB. TELUK WONDAMA","1"
"476","33","9104","TELUK BINTUNI","9206","92.06","KAB. TELUK BINTUNI","1"
"477","33","9105","MANOKWARI","9202","92.02","KAB. MANOKWARI","1"
"478","33","9106","SORONG SELATAN","9204","92.04","KAB. SORONG SELATAN","1"
"479","33","9107","SORONG","9201","92.01","KAB. SORONG","1"
"480","33","9108","RAJA AMPAT","9205","92.05","KAB. RAJA AMPAT","1"
"481","33","9109","TAMBRAUW","9209","92.09","KAB. TAMBRAUW","1"
"482","33","9110","MAYBRAT","9210","92.10","KAB. MAYBRAT","1"
"483","33","9111","MANOKWARI SELATAN","9211","92.11","KAB. MANOKWARI SELATAN","1"
"484","33","9112","PEGUNUNGAN ARFAK","9212","92.12","KAB. PEGUNUNGAN ARFAK","1"
"485","33","9171","SORONG","9271","92.71","KOTA SORONG","2"
"486","34","9401","MERAUKE","9101","91.01","KAB. MERAUKE","1"
"487","34","9402","JAYAWIJAYA","9102","91.02","KAB. JAYAWIJAYA","1"
"488","34","9403","JAYAPURA","9103","91.03","KAB. JAYAPURA","1"
"489","34","9404","NABIRE","9104","91.04","KAB. NABIRE","1"
"490","34","9408","KEPULAUAN YAPEN","9105","91.05","KAB. KEPULAUAN YAPEN","1"
"491","34","9409","BIAK NUMFOR","9106","91.06","KAB. BIAK NUMFOR","1"
"492","34","9410","PANIAI","9108","91.08","KAB. PANIAI","1"
"493","34","9411","PUNCAK JAYA","9107","91.07","KAB. PUNCAK JAYA","1"
"494","34","9412","MIMIKA","9109","91.09","KAB. MIMIKA","1"
"495","34","9413","BOVEN DIGOEL","9116","91.16","KAB. BOVEN DIGOEL","1"
"496","34","9414","MAPPI","9117","91.17","KAB. MAPPI","1"
"497","34","9415","ASMAT","9118","91.18","KAB. ASMAT","1"
"498","34","9416","YAHUKIMO","9113","91.13","KAB. YAHUKIMO","1"
"499","34","9417","PEGUNUNGAN BINTANG","9112","91.12","KAB PEGUNUNGAN BINTANG","1"
"500","34","9418","TOLIKARA","9114","91.14","KAB. TOLIKARA","1"
"501","34","9419","SARMI","9110","91.10","KAB. SARMI","1"
"502","34","9420","KEEROM","9111","91.11","KAB. KEEROM","1"
"503","34","9426","WAROPEN","9115","91.15","KAB. WAROPEN","1"
"504","34","9427","SUPIORI","9119","91.19","KAB. SUPIORI","1"
"505","34","9428","MAMBERAMO RAYA","9120","91.20","KAB. MAMBERAMO RAYA","1"
"506","34","9429","NDUGA","9124","91.24","KAB. NDUGA","1"
"507","34","9430","LANNY JAYA","9123","91.23","KAB. LANNY JAYA","1"
"508","34","9431","MAMBERAMO TENGAH","9121","91.21","KAB. MAMBERAMO TENGAH","1"
"509","34","9432","YALIMO","9122","91.22","KAB. YALIMO","1"
"510","34","9433","PUNCAK","9125","91.25","KAB. PUNCAK","1"
"511","34","9434","DOGIYAI","9126","91.26","KAB. DOGIYAI","1"
"512","34","9435","INTAN JAYA","9127","91.27","KAB. INTAN JAYA","1"
"513","34","9436","DEIYAI","9128","91.28","KAB. DEIYAI","1"
"514","34","9471","JAYAPURA","9171","91.71","KOTA JAYAPURA","2"
